Location,Casualty,PDO,Total,Municipality,2018,2019,2020,2021,2022,PDOFrac,CasualtyFrac,TotalFrac,Treatment,Redlight
132 ST & 90 AVE & QUEEN MARY BLVD,2.0,2.0,4.0,SURREY,0,0,1,0,0,1.8348287187391057e-05,6.511264487563485e-05,2.8629095750010737e-05,0,0
132 ST & 90 AVE & QUEEN MARY BLVD,9.0,4.0,13.0,SURREY,0,0,0,1,0,3.061357252738001e-05,0.0002491970317864658,7.794839816041781e-05,0,0
132 ST & 90 AVE & QUEEN MARY BLVD,6.0,2.0,8.0,SURREY,0,1,0,0,0,1.3284711290011889e-05,0.00013058523951509348,4.071329696278805e-05,0,0
132 ST & 90 AVE & QUEEN MARY BLVD,8.0,4.0,12.0,SURREY,1,0,0,0,0,2.516910492370615e-05,0.00016652096082594398,5.7980257722245574e-05,0,0
132 ST & 90 AVE & QUEEN MARY BLVD,4.0,8.0,12.0,SURREY,0,0,0,0,1,5.344057074529556e-05,0.0001136525074584458,6.490205198654365e-05,0,0
132 ST & 92 AVE,4.0,8.0,12.0,SURREY,0,0,0,0,1,5.344057074529556e-05,0.0001136525074584458,6.490205198654365e-05,0,0
132 ST & 92 AVE,12.0,2.0,14.0,SURREY,0,1,0,0,0,1.3284711290011889e-05,0.00026117047903018696,7.124826968487908e-05,0,0
132 ST & 92 AVE,9.0,1.0,10.0,SURREY,0,0,1,0,0,9.174143593695528e-06,0.0002930069019403568,7.157273937502685e-05,0,0
132 ST & 92 AVE,9.0,4.0,13.0,SURREY,0,0,0,1,0,3.061357252738001e-05,0.0002491970317864658,7.794839816041781e-05,0,0
132 ST & 92 AVE,12.0,11.0,23.0,SURREY,1,0,0,0,0,6.921503854019192e-05,0.00024978144123891593,0.00011112882730097069,0,0
132 ST & 96 AVE,33.0,18.0,51.0,SURREY,0,1,0,0,0,0.000119562401610107,0.0007182188173330142,0.0002595472681377738,1,1
132 ST & 96 AVE,12.0,13.0,25.0,SURREY,0,0,0,0,1,8.684092746110529e-05,0.0003409575223753374,0.00013521260830529926,1,1
132 ST & 96 AVE,25.0,19.0,44.0,SURREY,0,0,0,1,0,0.00014541446950505507,0.0006922139771846273,0.0002638253476198756,1,1
132 ST & 96 AVE,35.0,15.0,50.0,SURREY,1,0,0,0,0,9.438414346389807e-05,0.0007285292036135049,0.00024158440717602324,1,1
132 ST & 96 AVE,20.0,14.0,34.0,SURREY,0,0,1,0,0,0.0001284380103117374,0.0006511264487563485,0.00024334731387509127,1,1
132 ST & KING GEORGE BLVD,4.0,6.0,10.0,SURREY,0,0,0,1,0,4.592035879107002e-05,0.00011075423634954037,5.996030627724447e-05,0,0
132 ST & KING GEORGE BLVD,8.0,7.0,15.0,SURREY,0,0,1,0,0,6.42190051558687e-05,0.0002604505795025394,0.00010735910906254026,0,0
132 ST & KING GEORGE BLVD,11.0,10.0,21.0,SURREY,0,0,0,0,1,6.680071343161946e-05,0.00031254439551072594,0.00011357859097645137,0,0
132 ST & KING GEORGE BLVD,8.0,9.0,17.0,SURREY,1,0,0,0,0,5.663048607833884e-05,0.00016652096082594398,8.21386984398479e-05,0,0
132 ST & KING GEORGE BLVD,13.0,8.0,21.0,SURREY,0,1,0,0,0,5.3138845160047556e-05,0.0002829346856160359,0.00010687240452731863,0,0
132 ST & OLD YALE RD,11.0,8.0,19.0,SURREY,0,0,0,1,0,6.122714505476002e-05,0.00030457414996123603,0.00011392458192676448,0,0
132 ST & OLD YALE RD,2.0,2.0,4.0,SURREY,0,0,1,0,0,1.8348287187391057e-05,6.511264487563485e-05,2.8629095750010737e-05,0,0
132 ST & OLD YALE RD,3.0,1.0,4.0,SURREY,0,0,0,0,1,6.680071343161945e-06,8.523938059383435e-05,2.163401732884788e-05,0,0
132 ST & OLD YALE RD,11.0,6.0,17.0,SURREY,1,0,0,0,0,3.7753657385559226e-05,0.00022896632113567295,8.21386984398479e-05,0,0
132 ST & OLD YALE RD,19.0,9.0,28.0,SURREY,0,1,0,0,0,5.97812008050535e-05,0.00041351992513112936,0.00014249653936975815,0,0
134 ST & 64 AVE,12.0,11.0,23.0,SURREY,0,1,0,0,0,7.306591209506539e-05,0.00026117047903018696,0.00011705072876801563,0,0
134 ST & 64 AVE,10.0,2.0,12.0,SURREY,1,0,0,0,0,1.2584552461853075e-05,0.00020815120103242997,5.7980257722245574e-05,0,0
134 ST & 64 AVE,10.0,10.0,20.0,SURREY,0,0,0,1,0,7.653393131845003e-05,0.0002768855908738509,0.00011992061255448893,0,0
134 ST & 64 AVE,11.0,8.0,19.0,SURREY,0,0,0,0,1,5.344057074529556e-05,0.00031254439551072594,0.00010276158231202743,0,0
134 ST & 64 AVE,8.0,5.0,13.0,SURREY,0,0,1,0,0,4.5870717968477645e-05,0.0002604505795025394,9.304456118753489e-05,0,0
134 ST & 72 AVE & COMBER WAY,16.0,12.0,28.0,SURREY,0,0,0,1,0,9.184071758214005e-05,0.00044301694539816146,0.0001678888575762845,0,0
134 ST & 72 AVE & COMBER WAY,14.0,17.0,31.0,SURREY,1,0,0,0,0,0.00010696869592575115,0.00029141168144540194,0.0001497823324491344,0,0
134 ST & 72 AVE & COMBER WAY,12.0,12.0,24.0,SURREY,0,0,0,0,1,8.016085611794333e-05,0.0003409575223753374,0.0001298041039730873,0,0
134 ST & 72 AVE & COMBER WAY,14.0,12.0,26.0,SURREY,0,0,1,0,0,0.00011008972312434634,0.00045578851412944393,0.00018608912237506978,0,0
134 ST & 72 AVE & COMBER WAY,23.0,12.0,35.0,SURREY,0,1,0,0,0,7.970826774007134e-05,0.000500576751474525,0.0001781206742121977,0,0
134 ST & 96 AVE,4.0,14.0,18.0,SURREY,0,0,0,0,1,9.352099880426723e-05,0.0001136525074584458,9.735307797981546e-05,0,0
134 ST & 96 AVE,13.0,6.0,19.0,SURREY,0,0,0,1,0,4.592035879107002e-05,0.0003599512681360062,0.00011392458192676448,0,0
134 ST & 96 AVE,13.0,6.0,19.0,SURREY,0,1,0,0,0,3.985413387003567e-05,0.0002829346856160359,9.669408028662161e-05,0,0
134 ST & 96 AVE,16.0,4.0,20.0,SURREY,1,0,0,0,0,2.516910492370615e-05,0.00033304192165188796,9.66337628704093e-05,0,0
134 ST & 96 AVE,10.0,8.0,18.0,SURREY,0,0,1,0,0,7.339314874956423e-05,0.00032556322437817426,0.00012883093087504832,0,0
135 ST & 76 AVE,7.0,4.0,11.0,SURREY,0,0,0,1,0,3.061357252738001e-05,0.00019381991361169565,6.59563369049689e-05,0,0
135 ST & 76 AVE,4.0,5.0,9.0,SURREY,1,0,0,0,0,3.1461381154632686e-05,8.326048041297199e-05,4.348519329168418e-05,0,0
135 ST & 76 AVE,5.0,4.0,9.0,SURREY,0,0,1,0,0,3.6696574374782114e-05,0.00016278161218908713,6.441546543752416e-05,0,0
135 ST & 76 AVE,8.0,7.0,15.0,SURREY,0,0,0,0,1,4.676049940213361e-05,0.0002273050149168916,8.112756498317956e-05,0,0
135 ST & 76 AVE,11.0,8.0,19.0,SURREY,0,1,0,0,0,5.3138845160047556e-05,0.00023940627244433804,9.669408028662161e-05,0,0
137 ST & 72 AVE,22.0,21.0,43.0,SURREY,0,0,0,0,1,0.00014028149820640085,0.0006250887910214519,0.0002325656862851147,0,0
137 ST & 72 AVE,30.0,20.0,50.0,SURREY,1,0,0,0,0,0.00012584552461853074,0.0006244536030972898,0.00024158440717602324,0,0
137 ST & 72 AVE,12.0,21.0,33.0,SURREY,0,0,0,1,0,0.00016072125576874509,0.0003322627090486211,0.00019786901071490673,0,0
137 ST & 72 AVE,25.0,25.0,50.0,SURREY,0,1,0,0,0,0.00016605889112514862,0.0005441051646462228,0.0002544581060174253,0,0
137 ST & 72 AVE,16.0,20.0,36.0,SURREY,0,0,1,0,0,0.00018348287187391058,0.0005209011590050788,0.00025766186175009664,0,0
137 ST & 96 AVE,3.0,4.0,7.0,SURREY,0,0,0,1,0,3.061357252738001e-05,8.306567726215527e-05,4.1972214394071124e-05,0,0
137 ST & 96 AVE,6.0,8.0,14.0,SURREY,0,1,0,0,0,5.3138845160047556e-05,0.00013058523951509348,7.124826968487908e-05,0,0
137 ST & 96 AVE,2.0,9.0,11.0,SURREY,1,0,0,0,0,5.663048607833884e-05,4.1630240206485995e-05,5.3148569578725114e-05,0,0
137 ST & 96 AVE,3.0,7.0,10.0,SURREY,0,0,1,0,0,6.42190051558687e-05,9.766896731345227e-05,7.157273937502685e-05,0,0
137 ST & 96 AVE,5.0,1.0,6.0,SURREY,0,0,0,0,1,6.680071343161945e-06,0.00014206563432305724,3.2451025993271823e-05,0,0
137A ST & 138 ST & 68 AVE & HYLAND RD,2.0,2.0,4.0,SURREY,0,0,1,0,0,1.8348287187391057e-05,6.511264487563485e-05,2.8629095750010737e-05,0,0
137A ST & 138 ST & 68 AVE & HYLAND RD,7.0,7.0,14.0,SURREY,0,0,0,1,0,5.357375192291502e-05,0.00019381991361169565,8.394442878814225e-05,0,0
137A ST & 138 ST & 68 AVE & HYLAND RD,4.0,5.0,9.0,SURREY,0,1,0,0,0,3.3211778225029724e-05,8.705682634339565e-05,4.580245908313655e-05,0,0
137A ST & 138 ST & 68 AVE & HYLAND RD,14.0,6.0,20.0,SURREY,1,0,0,0,0,3.7753657385559226e-05,0.00029141168144540194,9.66337628704093e-05,0,0
137A ST & 138 ST & 68 AVE & HYLAND RD,5.0,5.0,10.0,SURREY,0,0,0,0,1,3.340035671580973e-05,0.00014206563432305724,5.4085043322119703e-05,0,0
137A ST & 96 AVE,1.0,6.0,7.0,SURREY,0,0,0,0,1,4.008042805897167e-05,2.841312686461145e-05,3.785953032548379e-05,0,0
137A ST & 96 AVE,2.0,4.0,6.0,SURREY,0,0,1,0,0,3.6696574374782114e-05,6.511264487563485e-05,4.29436436250161e-05,0,0
137A ST & 96 AVE,3.0,3.0,6.0,SURREY,0,0,0,1,0,2.296017939553501e-05,8.306567726215527e-05,3.597618376634668e-05,0,0
137A ST & 96 AVE,1.0,3.0,4.0,SURREY,1,0,0,0,0,1.8876828692779613e-05,2.0815120103242997e-05,1.932675257408186e-05,0,0
137A ST & 96 AVE,3.0,5.0,8.0,SURREY,0,1,0,0,0,3.3211778225029724e-05,6.529261975754674e-05,4.071329696278805e-05,0,0
138 ST & 72 AVE,20.0,40.0,60.0,SURREY,0,0,0,0,1,0.0002672028537264778,0.000568262537292229,0.0003245102599327182,0,0
138 ST & 72 AVE,39.0,28.0,67.0,SURREY,0,1,0,0,0,0.00018598595806016647,0.0008488040568481076,0.0003409738620633499,0,0
138 ST & 72 AVE,32.0,33.0,65.0,SURREY,0,0,0,1,0,0.00025256197335088513,0.0008860338907963229,0.000389741990802089,0,0
138 ST & 72 AVE,26.0,29.0,55.0,SURREY,0,0,1,0,0,0.00026605016421717034,0.000846464383383253,0.0003936500665626476,0,0
138 ST & 72 AVE,33.0,27.0,60.0,SURREY,1,0,0,0,0,0.0001698914582350165,0.0006868989634070189,0.00028990128861122787,0,0
138 ST & 74 AVE,18.0,7.0,25.0,SURREY,1,0,0,0,0,4.4045933616485766e-05,0.0003746721618583739,0.00012079220358801162,0,0
138 ST & 74 AVE,14.0,2.0,16.0,SURREY,0,1,0,0,0,1.3284711290011889e-05,0.0003046988922018848,8.14265939255761e-05,0,0
138 ST & 74 AVE,13.0,3.0,16.0,SURREY,0,0,0,0,1,2.0040214029485833e-05,0.00036937064923994885,8.653606931539152e-05,0,0
138 ST & 74 AVE,9.0,5.0,14.0,SURREY,0,0,1,0,0,4.5870717968477645e-05,0.0002930069019403568,0.00010020183512503758,0,0
138 ST & 74 AVE,17.0,9.0,26.0,SURREY,0,0,0,1,0,6.888053818660503e-05,0.00047070550448554657,0.00015589679632083562,0,0
140 ST & 24 AVE,0.0,3.0,3.0,SURREY,0,1,0,0,0,1.9927066935017835e-05,0.0,1.5267486361045518e-05,0,0
140 ST & 24 AVE,5.0,11.0,16.0,SURREY,0,0,1,0,0,0.00010091557953065081,0.00016278161218908713,0.00011451638300004295,0,0
140 ST & 24 AVE,1.0,3.0,4.0,SURREY,0,0,0,1,0,2.296017939553501e-05,2.768855908738509e-05,2.3984122510897785e-05,0,0
140 ST & 24 AVE,3.0,6.0,9.0,SURREY,1,0,0,0,0,3.7753657385559226e-05,6.244536030972898e-05,4.348519329168418e-05,0,0
140 ST & 24 AVE,1.0,4.0,5.0,SURREY,0,0,0,0,1,2.672028537264778e-05,2.841312686461145e-05,2.7042521661059852e-05,0,0
140 ST & 32 AVE,8.0,7.0,15.0,SURREY,0,0,0,0,1,4.676049940213361e-05,0.0002273050149168916,8.112756498317956e-05,0,0
140 ST & 32 AVE,0.0,5.0,5.0,SURREY,0,0,1,0,0,4.5870717968477645e-05,0.0,3.578636968751342e-05,0,0
140 ST & 32 AVE,4.0,1.0,5.0,SURREY,0,1,0,0,0,6.6423556450059445e-06,8.705682634339565e-05,2.544581060174253e-05,0,0
140 ST & 32 AVE,7.0,3.0,10.0,SURREY,0,0,0,1,0,2.296017939553501e-05,0.00019381991361169565,5.996030627724447e-05,0,0
140 ST & 32 AVE,4.0,4.0,8.0,SURREY,1,0,0,0,0,2.516910492370615e-05,8.326048041297199e-05,3.865350514816372e-05,0,0
140 ST & 72 AVE,14.0,12.0,26.0,SURREY,0,0,1,0,0,0.00011008972312434634,0.00045578851412944393,0.00018608912237506978,0,0
140 ST & 72 AVE,22.0,11.0,33.0,SURREY,0,0,0,1,0,8.418732445029504e-05,0.0006091482999224721,0.00019786901071490673,0,0
140 ST & 72 AVE,23.0,19.0,42.0,SURREY,0,1,0,0,0,0.00012620475725511296,0.000500576751474525,0.00021374480905463726,0,0
140 ST & 72 AVE,20.0,21.0,41.0,SURREY,0,0,0,0,1,0.00014028149820640085,0.000568262537292229,0.00022174867762069078,0,0
140 ST & 72 AVE,18.0,16.0,34.0,SURREY,1,0,0,0,0,0.0001006764196948246,0.0003746721618583739,0.0001642773968796958,0,0
140 ST & 74 AVE,7.0,5.0,12.0,SURREY,0,0,1,0,0,4.5870717968477645e-05,0.00022789425706472196,8.58872872500322e-05,0,0
140 ST & 74 AVE,15.0,4.0,19.0,SURREY,0,1,0,0,0,2.6569422580023778e-05,0.00032646309878773367,9.669408028662161e-05,0,0
140 ST & 74 AVE,10.0,9.0,19.0,SURREY,0,0,0,1,0,6.888053818660503e-05,0.0002768855908738509,0.00011392458192676448,0,0
140 ST & 74 AVE,8.0,12.0,20.0,SURREY,0,0,0,0,1,8.016085611794333e-05,0.0002273050149168916,0.00010817008664423941,0,0
140 ST & 74 AVE,9.0,6.0,15.0,SURREY,1,0,0,0,0,3.7753657385559226e-05,0.00018733608092918696,7.247532215280697e-05,0,0
140 ST & 77 AVE,1.0,7.0,8.0,SURREY,0,0,0,1,0,5.357375192291502e-05,2.768855908738509e-05,4.796824502179557e-05,0,0
140 ST & 77 AVE,5.0,2.0,7.0,SURREY,0,0,1,0,0,1.8348287187391057e-05,0.00016278161218908713,5.010091756251879e-05,0,0
140 ST & 77 AVE,9.0,11.0,20.0,SURREY,0,0,0,0,1,7.34807847747814e-05,0.00025571814178150304,0.00010817008664423941,0,0
140 ST & 77 AVE,9.0,3.0,12.0,SURREY,1,0,0,0,0,1.8876828692779613e-05,0.00018733608092918696,5.7980257722245574e-05,0,0
140 ST & 77 AVE,9.0,3.0,12.0,SURREY,0,1,0,0,0,1.9927066935017835e-05,0.00019587785927264022,6.106994544418207e-05,0,0
140 ST & 78 AVE,2.0,3.0,5.0,SURREY,0,0,1,0,0,2.7522430781086585e-05,6.511264487563485e-05,3.578636968751342e-05,0,0
140 ST & 78 AVE,4.0,5.0,9.0,SURREY,0,0,0,0,1,3.340035671580973e-05,0.0001136525074584458,4.867653898990773e-05,0,0
140 ST & 78 AVE,4.0,2.0,6.0,SURREY,0,1,0,0,0,1.3284711290011889e-05,8.705682634339565e-05,3.0534972722091036e-05,0,0
140 ST & 78 AVE,8.0,7.0,15.0,SURREY,1,0,0,0,0,4.4045933616485766e-05,0.00016652096082594398,7.247532215280697e-05,0,0
140 ST & 78 AVE,6.0,3.0,9.0,SURREY,0,0,0,1,0,2.296017939553501e-05,0.00016613135452431054,5.3964275649520015e-05,0,0
140 ST & 84 AVE,6.0,9.0,15.0,SURREY,0,0,1,0,0,8.256729234325976e-05,0.00019533793462690453,0.00010735910906254026,0,0
140 ST & 84 AVE,11.0,5.0,16.0,SURREY,0,0,0,1,0,3.8266965659225017e-05,0.00030457414996123603,9.593649004359114e-05,0,0
140 ST & 84 AVE,12.0,9.0,21.0,SURREY,1,0,0,0,0,5.663048607833884e-05,0.00024978144123891593,0.00010146545101392975,0,0
140 ST & 84 AVE,12.0,6.0,18.0,SURREY,0,0,0,0,1,4.008042805897167e-05,0.0003409575223753374,9.735307797981546e-05,0,0
140 ST & 84 AVE,9.0,6.0,15.0,SURREY,0,1,0,0,0,3.985413387003567e-05,0.00019587785927264022,7.633743180522759e-05,0,0
140 ST & 88 AVE,30.0,16.0,46.0,SURREY,0,0,1,0,0,0.00014678629749912845,0.0009766896731345227,0.00032923460112512345,0,1
140 ST & 88 AVE,46.0,37.0,83.0,SURREY,0,0,0,1,0,0.00028317554587826516,0.0012736737180197143,0.000497670542101129,0,1
140 ST & 88 AVE,32.0,35.0,67.0,SURREY,0,0,0,0,1,0.00023380249701066808,0.0009092200596675664,0.000362369790258202,0,1
140 ST & 88 AVE,59.0,37.0,96.0,SURREY,1,0,0,0,0,0.0002328142205442819,0.0012280920860913368,0.0004638420617779646,0,1
140 ST & 88 AVE,52.0,34.0,86.0,SURREY,0,1,0,0,0,0.00022584009193020213,0.0011317387424641435,0.0004376679423499715,0,1
140 ST & 90 AVE,13.0,3.0,16.0,SURREY,1,0,0,0,0,1.8876828692779613e-05,0.00027059656134215896,7.730701029632744e-05,0,0
140 ST & 90 AVE,2.0,4.0,6.0,SURREY,0,0,0,1,0,3.061357252738001e-05,5.537711817477018e-05,3.597618376634668e-05,0,0
140 ST & 90 AVE,8.0,8.0,16.0,SURREY,0,1,0,0,0,5.3138845160047556e-05,0.0001741136526867913,8.14265939255761e-05,0,0
140 ST & 90 AVE,5.0,2.0,7.0,SURREY,0,0,0,0,1,1.336014268632389e-05,0.00014206563432305724,3.785953032548379e-05,0,0
140 ST & 90 AVE,6.0,3.0,9.0,SURREY,0,0,1,0,0,2.7522430781086585e-05,0.00019533793462690453,6.441546543752416e-05,0,0
140 ST & 92 AVE,5.0,7.0,12.0,SURREY,0,0,1,0,0,6.42190051558687e-05,0.00016278161218908713,8.58872872500322e-05,0,0
140 ST & 92 AVE,12.0,5.0,17.0,SURREY,1,0,0,0,0,3.1461381154632686e-05,0.00024978144123891593,8.21386984398479e-05,0,0
140 ST & 92 AVE,11.0,10.0,21.0,SURREY,0,0,0,0,1,6.680071343161946e-05,0.00031254439551072594,0.00011357859097645137,0,0
140 ST & 92 AVE,16.0,8.0,24.0,SURREY,0,1,0,0,0,5.3138845160047556e-05,0.0003482273053735826,0.00012213989088836414,0,0
140 ST & 92 AVE,11.0,11.0,22.0,SURREY,0,0,0,1,0,8.418732445029504e-05,0.00030457414996123603,0.0001319126738099378,0,0
140 ST & 96 AVE,27.0,23.0,50.0,SURREY,1,0,0,0,0,0.00014472235331131037,0.0005620082427875609,0.00024158440717602324,0,0
140 ST & 96 AVE,25.0,30.0,55.0,SURREY,0,0,0,0,1,0.00020040214029485836,0.0007103281716152863,0.00029746773827165837,0,0
140 ST & 96 AVE,31.0,17.0,48.0,SURREY,0,0,0,1,0,0.00013010768324136506,0.0008583453317089378,0.00028780947013077343,0,0
140 ST & 96 AVE,32.0,15.0,47.0,SURREY,0,1,0,0,0,9.963533467508917e-05,0.0006964546107471652,0.00023919061965637977,0,0
140 ST & 96 AVE,10.0,17.0,27.0,SURREY,0,0,1,0,0,0.000155960441092824,0.00032556322437817426,0.00019324639631257247,0,0
140 ST & CRESCENT RD & NICO WYND DR,2.0,4.0,6.0,SURREY,1,0,0,0,0,2.516910492370615e-05,4.1630240206485995e-05,2.8990128861122787e-05,0,0
140 ST & CRESCENT RD & NICO WYND DR,2.0,4.0,6.0,SURREY,0,0,0,1,0,3.061357252738001e-05,5.537711817477018e-05,3.597618376634668e-05,0,0
140 ST & CRESCENT RD & NICO WYND DR,2.0,6.0,8.0,SURREY,0,1,0,0,0,3.985413387003567e-05,4.3528413171697824e-05,4.071329696278805e-05,0,0
140 ST & CRESCENT RD & NICO WYND DR,2.0,3.0,5.0,SURREY,0,0,1,0,0,2.7522430781086585e-05,6.511264487563485e-05,3.578636968751342e-05,0,0
140 ST & CRESCENT RD & NICO WYND DR,3.0,6.0,9.0,SURREY,0,0,0,0,1,4.008042805897167e-05,8.523938059383435e-05,4.867653898990773e-05,0,0
140 ST & FRASER HWY,32.0,22.0,54.0,SURREY,0,0,1,0,0,0.00020183115906130162,0.0010418023180101576,0.00038649279262514493,0,0
140 ST & FRASER HWY,27.0,20.0,47.0,SURREY,0,0,0,1,0,0.00015306786263690007,0.0007475910953593975,0.000281813439503049,0,0
140 ST & FRASER HWY,47.0,24.0,71.0,SURREY,1,0,0,0,0,0.0001510146295422369,0.0009783106448524208,0.00034304985818995297,0,0
140 ST & FRASER HWY,52.0,29.0,81.0,SURREY,0,1,0,0,0,0.0001926283137051724,0.0011317387424641435,0.000412222131748229,0,0
140 ST & FRASER HWY,35.0,35.0,70.0,SURREY,0,0,0,0,1,0.00023380249701066808,0.0009944594402614007,0.0003785953032548379,0,0
140 ST & NICHOL RD & NORTH BLUFF RD,3.0,4.0,7.0,SURREY,1,0,0,0,0,2.516910492370615e-05,6.244536030972898e-05,3.3821817004643254e-05,0,0
140 ST & NICHOL RD & NORTH BLUFF RD,5.0,2.0,7.0,SURREY,0,1,0,0,0,1.3284711290011889e-05,0.00010882103292924457,3.562413484243954e-05,0,0
140 ST & NICHOL RD & NORTH BLUFF RD,6.0,5.0,11.0,SURREY,0,0,1,0,0,4.5870717968477645e-05,0.00019533793462690453,7.873001331252952e-05,0,0
140 ST & NICHOL RD & NORTH BLUFF RD,3.0,3.0,6.0,SURREY,0,0,0,1,0,2.296017939553501e-05,8.306567726215527e-05,3.597618376634668e-05,0,0
140 ST & NICHOL RD & NORTH BLUFF RD,4.0,7.0,11.0,SURREY,0,0,0,0,1,4.676049940213361e-05,0.0001136525074584458,5.949354765433167e-05,0,0
142 ST & 64 AVE,5.0,12.0,17.0,SURREY,0,0,0,0,1,8.016085611794333e-05,0.00014206563432305724,9.194457364760349e-05,0,0
142 ST & 64 AVE,8.0,14.0,22.0,SURREY,0,0,0,1,0,0.00010714750384583004,0.00022150847269908073,0.0001319126738099378,0,0
142 ST & 64 AVE,17.0,3.0,20.0,SURREY,1,0,0,0,0,1.8876828692779613e-05,0.00035385704175513094,9.66337628704093e-05,0,0
142 ST & 64 AVE,12.0,3.0,15.0,SURREY,0,1,0,0,0,1.9927066935017835e-05,0.00026117047903018696,7.633743180522759e-05,0,0
142 ST & 64 AVE,9.0,5.0,14.0,SURREY,0,0,1,0,0,4.5870717968477645e-05,0.0002930069019403568,0.00010020183512503758,0,0
142 ST & 72 AVE,13.0,7.0,20.0,SURREY,1,0,0,0,0,4.4045933616485766e-05,0.00027059656134215896,9.66337628704093e-05,0,0
142 ST & 72 AVE,8.0,11.0,19.0,SURREY,0,0,0,1,0,8.418732445029504e-05,0.00022150847269908073,0.00011392458192676448,0,0
142 ST & 72 AVE,6.0,5.0,11.0,SURREY,0,1,0,0,0,3.3211778225029724e-05,0.00013058523951509348,5.598078332383356e-05,0,0
142 ST & 72 AVE,13.0,14.0,27.0,SURREY,0,0,0,0,1,9.352099880426723e-05,0.00036937064923994885,0.0001460296169697232,0,0
142 ST & 72 AVE,8.0,3.0,11.0,SURREY,0,0,1,0,0,2.7522430781086585e-05,0.0002604505795025394,7.873001331252952e-05,0,0
142A ST & 88 AVE,6.0,4.0,10.0,SURREY,1,0,0,0,0,2.516910492370615e-05,0.00012489072061945796,4.831688143520465e-05,0,0
142A ST & 88 AVE,6.0,4.0,10.0,SURREY,0,0,0,1,0,3.061357252738001e-05,0.00016613135452431054,5.996030627724447e-05,0,0
142A ST & 88 AVE,7.0,4.0,11.0,SURREY,0,1,0,0,0,2.6569422580023778e-05,0.0001523494461009424,5.598078332383356e-05,0,0
142A ST & 88 AVE,1.0,5.0,6.0,SURREY,0,0,0,0,1,3.340035671580973e-05,2.841312686461145e-05,3.2451025993271823e-05,0,0
142A ST & 88 AVE,8.0,10.0,18.0,SURREY,0,0,1,0,0,9.174143593695529e-05,0.0002604505795025394,0.00012883093087504832,0,0
144 ST & 56 AVE,24.0,19.0,43.0,SURREY,0,0,0,1,0,0.00014541446950505507,0.0006645254180972422,0.00025782931699215117,0,0
144 ST & 56 AVE,12.0,13.0,25.0,SURREY,0,1,0,0,0,8.635062338507728e-05,0.00026117047903018696,0.00012722905300871265,0,0
144 ST & 56 AVE,14.0,9.0,23.0,SURREY,0,0,1,0,0,8.256729234325976e-05,0.00045578851412944393,0.00016461730056256172,0,0
144 ST & 56 AVE,19.0,24.0,43.0,SURREY,0,0,0,0,1,0.00016032171223588667,0.0005398494104276176,0.0002325656862851147,0,0
144 ST & 56 AVE,23.0,16.0,39.0,SURREY,1,0,0,0,0,0.0001006764196948246,0.0004787477623745889,0.00018843583759729811,0,0
144 ST & 64 AVE,26.0,25.0,51.0,SURREY,0,0,1,0,0,0.00022935358984238821,0.000846464383383253,0.0003650209708126369,0,0
144 ST & 64 AVE,33.0,38.0,71.0,SURREY,0,1,0,0,0,0.0002524095145102259,0.0007182188173330142,0.0003613305105447439,0,0
144 ST & 64 AVE,37.0,36.0,73.0,SURREY,0,0,0,0,1,0.00024048256835383002,0.0010512856939906238,0.0003948208162514738,0,0
144 ST & 64 AVE,42.0,25.0,67.0,SURREY,1,0,0,0,0,0.00015730690577316344,0.0008742350443362058,0.00032372310561587113,0,0
144 ST & 64 AVE,41.0,32.0,73.0,SURREY,0,0,0,1,0,0.0002449085802190401,0.0011352309225827887,0.00043771023582388457,0,0
144 ST & 72 AVE,34.0,21.0,55.0,SURREY,0,0,1,0,0,0.0001926570154676061,0.0011069149628857924,0.0003936500665626476,0,0
144 ST & 72 AVE,42.0,26.0,68.0,SURREY,0,1,0,0,0,0.00017270124677015456,0.0009140966766056543,0.0003460630241836984,0,0
144 ST & 72 AVE,47.0,50.0,97.0,SURREY,0,0,0,0,1,0.00033400356715809727,0.0013354169626367382,0.0005246249202245611,0,0
144 ST & 72 AVE,53.0,46.0,99.0,SURREY,1,0,0,0,0,0.00028944470662262074,0.0011032013654718787,0.000478337126208526,0,0
144 ST & 72 AVE,44.0,22.0,66.0,SURREY,0,0,0,1,0,0.00016837464890059008,0.0012182965998449441,0.00039573802142981346,0,0
144 ST & 76 AVE,11.0,3.0,14.0,SURREY,0,0,1,0,0,2.7522430781086585e-05,0.0003581195468159917,0.00010020183512503758,0,0
144 ST & 76 AVE,11.0,13.0,24.0,SURREY,1,0,0,0,0,8.179959100204499e-05,0.00022896632113567295,0.00011596051544449115,0,0
144 ST & 76 AVE,8.0,6.0,14.0,SURREY,0,0,0,1,0,4.592035879107002e-05,0.00022150847269908073,8.394442878814225e-05,0,0
144 ST & 76 AVE,6.0,9.0,15.0,SURREY,0,0,0,0,1,6.0120642088457504e-05,0.0001704787611876687,8.112756498317956e-05,0,0
144 ST & 76 AVE,8.0,4.0,12.0,SURREY,0,1,0,0,0,2.6569422580023778e-05,0.0001741136526867913,6.106994544418207e-05,0,0
144 ST & 84 AVE,11.0,6.0,17.0,SURREY,0,0,0,1,0,4.592035879107002e-05,0.00030457414996123603,0.00010193252067131559,0,0
